qid	pid	score
Q10540	C10786	1
Q10541	C10787	1
Q10542	C10788	1
Q10543	C10789	1
Q10544	C10790	1
Q10545	C10791	1
Q10546	C10792	1
Q10548	C10794	1
Q10549	C10795	1
Q10550	C10796	1
Q10552	C10798	1
Q10553	C10799	1
Q10554	C10800	1
Q10555	C10801	1
Q10556	C10802	1
Q10557	C10803	1
Q10558	C10804	1
Q10559	C10805	1
Q10560	C10806	1
Q10561	C10807	1
Q10562	C10808	1
Q10563	C10809	1
Q10564	C10811	1
Q10565	C10812	1
Q10567	C10814	1
Q10568	C10815	1
Q10569	C10816	1
Q10570	C10817	1
Q10571	C10818	1
Q10572	C10819	1
Q10573	C10820	1
Q10574	C10821	1
Q10575	C10822	1
Q10576	C10823	1
Q10577	C10824	1
Q10578	C10825	1
Q10579	C10826	1
Q10580	C10827	1
Q10581	C10828	1
Q10582	C10829	1
Q10584	C10831	1
Q10585	C10833	1
Q10586	C10834	1
Q10587	C10835	1
Q10588	C10836	1
Q10589	C10837	1
Q10590	C10838	1
Q10591	C10839	1
Q10592	C10840	1
Q10593	C10841	1
Q10594	C10842	1
Q10595	C10843	1
Q10596	C10844	1
Q10597	C10845	1
Q10598	C10846	1
Q10599	C10847	1
Q10600	C10848	1
Q10601	C10849	1
Q10602	C10850	1
Q10603	C10851	1
Q10604	C10852	1
Q10605	C10853	1
Q10606	C10854	1
Q10607	C10855	1
Q10608	C10856	1
Q10609	C10857	1
Q10610	C10858	1
Q10611	C10859	1
Q10612	C10860	1
Q10613	C10861	1
Q10614	C10862	1
Q10615	C10863	1
Q10616	C10864	1
Q10617	C10865	1
Q10618	C10866	1
Q10619	C10867	1
Q10620	C10868	1
Q10622	C10870	1
Q10624	C10872	1
Q10625	C10873	1
Q10626	C10874	1
Q10628	C10876	1
Q10629	C10877	1
Q10630	C10878	1
Q10631	C10879	1
Q10632	C10880	1
Q10633	C10881	1
Q10636	C10884	1
Q10638	C10886	1
Q10639	C10887	1
Q10640	C10888	1
Q10641	C10889	1
Q10642	C10890	1
Q10644	C10892	1
Q10645	C10893	1
Q10646	C10894	1
Q10647	C10895	1
Q10648	C10896	1
Q10649	C10897	1
Q10650	C10898	1
Q10651	C10899	1
Q10653	C10901	1
Q10654	C10902	1
Q10655	C10903	1
Q10656	C10904	1
Q10657	C10905	1
Q10658	C10907	1
Q10659	C10908	1
Q10660	C10909	1
Q10661	C10910	1
Q10662	C10911	1
Q10663	C10912	1
Q10664	C10913	1
Q10665	C10914	1
Q10666	C10915	1
Q10667	C10916	1
Q10668	C10917	1
Q10669	C10918	1
Q10670	C10919	1
Q10671	C10921	1
Q10672	C10922	1
Q10673	C10923	1
Q10674	C10924	1
Q10675	C10925	1
Q10676	C10926	1
Q10677	C10927	1
Q10679	C10929	1
Q10680	C10930	1
Q10681	C10931	1
Q10682	C10932	1
Q10683	C10933	1
Q10684	C10934	1
Q10685	C10935	1
Q10687	C10937	1
Q10688	C10938	1
Q10689	C10939	1
Q10690	C10940	1
Q10691	C10941	1
Q10692	C10942	1
Q10694	C10944	1
Q10695	C10945	1
Q10696	C10946	1
Q10698	C10948	1
Q10700	C10950	1
Q10701	C10951	1
Q10702	C10952	1
Q10704	C10954	1
Q10705	C10955	1
Q10706	C10956	1
Q10707	C10957	1
Q10708	C10958	1
Q10709	C10959	1
Q10710	C10961	1
Q10711	C10962	1
Q10713	C10964	1
Q10714	C10966	1
Q10715	C10967	1
Q10716	C10968	1
Q10717	C10969	1
Q10718	C10970	1
Q10719	C10971	1
Q10720	C10972	1
Q10721	C10973	1
Q10722	C10974	1
Q10723	C10975	1
Q10724	C10976	1
Q10725	C10977	1
Q10726	C10978	1
Q10727	C10979	1
Q10728	C10980	1
Q10729	C10981	1
Q10730	C10982	1
Q10731	C10983	1
Q10732	C10984	1
Q10733	C10985	1
Q10734	C10986	1
Q10735	C10987	1
Q10736	C10988	1
Q10737	C10989	1
Q10738	C10990	1
Q10740	C10993	1
Q10741	C10994	1
Q10742	C10995	1
Q10743	C10996	1
Q10744	C10997	1
Q10745	C10998	1
Q10746	C10999	1
Q10747	C11000	1
Q10748	C11001	1
Q10749	C11002	1
Q10750	C11003	1
Q10751	C11004	1
Q10752	C11005	1
Q10753	C11006	1
Q10754	C11007	1
Q10755	C11008	1
Q10756	C11009	1
Q10757	C11010	1
Q10758	C11011	1
Q10759	C11012	1
Q10760	C11013	1
Q10761	C11014	1
Q10762	C11015	1
Q10763	C11016	1
Q10764	C11017	1
Q10765	C11018	1
Q10766	C11019	1
Q10767	C11020	1
Q10768	C11021	1
Q10769	C11022	1
Q10770	C11023	1
Q10771	C11024	1
Q10772	C11025	1
Q10773	C11026	1
Q10774	C11027	1
Q10775	C11028	1
Q10776	C11029	1
Q10777	C3866	1
Q10778	C11030	1
Q10779	C11031	1
Q10780	C11032	1
Q10781	C11033	1
Q10782	C11034	1
Q10783	C11035	1
Q10784	C11036	1
Q10786	C11038	1
Q10787	C11040	1
Q10789	C11042	1
Q10790	C11043	1
Q10791	C11044	1
Q10792	C11045	1
Q10793	C11046	1
Q10794	C11047	1
Q10795	C11048	1
Q10796	C11049	1
Q10797	C11050	1
Q10798	C11051	1
Q10799	C11052	1
Q10800	C11053	1
Q10801	C11054	1
Q10802	C11055	1
Q10803	C11056	1
Q10804	C11057	1
Q10805	C11058	1
Q10806	C11059	1
Q10807	C11060	1
Q10808	C11061	1
Q10809	C11062	1
Q10810	C11063	1
Q10812	C11065	1
Q10813	C11066	1
Q10814	C11067	1
Q10815	C11068	1
Q10816	C11069	1
Q10817	C11070	1
Q10818	C11071	1
Q10819	C11072	1
Q10820	C11073	1
Q10822	C11075	1
Q10823	C11076	1
Q10824	C11077	1
Q10825	C11078	1
Q10826	C11079	1
Q10827	C11081	1
Q10828	C11082	1
Q10829	C11083	1
Q10830	C11084	1
Q10831	C11085	1
Q10832	C11086	1
Q10834	C11088	1
Q10835	C11089	1
Q10836	C11090	1
Q10837	C11091	1
Q10838	C11092	1
Q10839	C11093	1
Q10840	C11095	1
Q10841	C11096	1
Q10842	C11097	1
Q10843	C11098	1
Q10844	C11099	1
Q10845	C11101	1
Q10846	C11102	1
Q10847	C11103	1
Q10848	C11104	1
Q10849	C11105	1
Q10851	C11107	1
Q10852	C11108	1
Q10853	C11109	1
Q10855	C11111	1
Q10857	C11113	1
Q10858	C11114	1
Q10859	C11115	1
Q10860	C11116	1
Q10861	C11117	1
Q10863	C11119	1
Q10864	C11120	1
Q10865	C11121	1
Q10866	C11122	1
Q10867	C11123	1
Q10868	C11124	1
Q10869	C11125	1
Q10870	C11126	1
Q10871	C11127	1
Q10872	C11128	1
Q10873	C11129	1
Q10874	C11130	1
Q10875	C11131	1
Q10876	C11132	1
Q10877	C11133	1
Q10878	C11134	1
Q10879	C11135	1
Q10880	C11136	1
Q10881	C11138	1
Q10882	C11139	1
Q10883	C11140	1
Q10884	C11141	1
Q10885	C11142	1
Q10886	C11143	1
Q10887	C11144	1
Q10888	C11145	1
Q10889	C11146	1
Q10890	C11147	1
Q10891	C11148	1
Q10892	C11149	1
Q10893	C11150	1
Q10894	C11151	1
Q10895	C11152	1
Q10896	C11153	1
Q10897	C11154	1
Q10898	C11155	1
Q10899	C11156	1
Q10901	C11158	1
Q10902	C11159	1
Q10903	C11160	1
Q10904	C11161	1
Q10905	C11162	1
Q10906	C11163	1
Q10907	C11164	1
Q10908	C11165	1
Q10909	C11166	1
Q10910	C11167	1
Q10911	C11168	1
Q10912	C11169	1
Q10913	C11170	1
Q10914	C11171	1
Q10915	C11172	1
Q10916	C11173	1
Q10917	C11175	1
Q10919	C11177	1
Q10920	C11178	1
Q10921	C11179	1
Q10922	C11180	1
Q10923	C11181	1
Q10924	C11183	1
Q10925	C11184	1
Q10926	C11185	1
Q10927	C11186	1
Q10928	C11187	1
Q10929	C11188	1
Q10930	C11189	1
Q10931	C11190	1
Q10932	C11191	1
Q10933	C11192	1
Q10934	C11193	1
Q10935	C11194	1
Q10936	C11195	1
Q10937	C11196	1
Q10938	C11198	1
Q10939	C11199	1
Q10940	C11200	1
Q10941	C11201	1
Q10942	C11202	1
Q10944	C11204	1
Q10945	C11205	1
Q10946	C11206	1
Q10947	C11207	1
Q10948	C11208	1
Q10949	C11209	1
Q10950	C11210	1
Q10951	C11211	1
Q10952	C11212	1
Q10954	C11214	1
Q10955	C11215	1
Q10956	C11216	1
Q10957	C11217	1
Q10959	C11219	1
Q10960	C11220	1
Q10961	C11221	1
Q10962	C11222	1
Q10963	C11223	1
Q10964	C11224	1
Q10965	C11225	1
Q10966	C11226	1
Q10967	C11227	1
Q10968	C11228	1
Q10969	C11229	1
Q10971	C11231	1
Q10973	C11233	1
Q10974	C11234	1
Q10975	C11235	1
Q10976	C11236	1
Q10977	C11237	1
Q10978	C11238	1
Q10979	C11239	1
Q10980	C11240	1
Q10981	C11241	1
Q10982	C11242	1
Q10983	C11243	1
Q10984	C11244	1
Q10985	C11245	1
Q10986	C11246	1
Q10987	C11247	1
Q10988	C11248	1
Q10989	C11249	1
Q10990	C11250	1
Q10991	C11251	1
Q10992	C11252	1
Q10993	C11253	1
Q10994	C11254	1
Q10995	C11255	1
Q10997	C11257	1
Q10998	C11258	1
Q10999	C11259	1
Q11000	C11260	1
Q11001	C11261	1
Q11002	C11262	1
Q11003	C11263	1
Q11004	C11264	1
Q11005	C11265	1
Q11006	C11266	1
Q11007	C11267	1
Q11008	C11268	1
Q11009	C11269	1
Q11010	C11270	1
Q11011	C11271	1
Q11012	C11272	1
Q11014	C11274	1
Q11015	C11275	1
Q11016	C11276	1
Q11017	C11278	1
Q11019	C11280	1
Q11020	C11281	1
Q11021	C11282	1
Q11022	C11283	1
Q11023	C11284	1
Q11024	C11285	1
Q11025	C11286	1
Q11026	C11287	1
Q11027	C11288	1
Q11028	C11289	1
Q11029	C11290	1
Q11031	C11292	1
Q11033	C11294	1
Q11035	C11296	1
Q11036	C11297	1
Q11037	C11298	1
Q11038	C11299	1
Q11039	C11300	1
Q11040	C11301	1
Q11041	C11302	1
Q11042	C11303	1
Q11043	C11304	1
Q11044	C11305	1
Q11045	C11306	1
Q11046	C11307	1
Q11048	C11309	1
Q11049	C11310	1
Q11050	C11311	1
Q11051	C11312	1
Q11052	C11313	1
Q11053	C11314	1
Q11054	C11315	1
Q11055	C11316	1
Q11056	C11317	1
Q11057	C11318	1
Q11058	C11319	1
Q11060	C11321	1
Q11061	C11322	1
Q11062	C11323	1
Q11063	C11324	1
Q11064	C11325	1
Q11065	C11326	1
Q11066	C11327	1
Q11067	C11328	1
Q11068	C11329	1
Q11069	C11330	1
Q11071	C11333	1
Q11072	C11334	1
Q11073	C11335	1
Q11074	C11336	1
Q11075	C11337	1
Q11076	C11338	1
Q11077	C11339	1
Q11078	C11340	1
Q11079	C11341	1
Q11080	C11342	1
Q11081	C11343	1
Q11084	C11347	1
Q11085	C11348	1
Q11086	C11349	1
Q11087	C11350	1
Q11088	C11351	1
Q11089	C11352	1
Q11090	C11353	1
Q11091	C11354	1
Q11092	C11355	1
Q11093	C11356	1
Q11094	C11357	1
Q11095	C11358	1
Q11096	C11359	1
Q11099	C11362	1
Q11100	C11363	1
Q11101	C11364	1
Q11102	C11365	1
Q11103	C11366	1
Q11104	C11367	1
Q11105	C11368	1
Q11106	C11369	1
Q11107	C11370	1
Q11108	C11371	1
Q11109	C11372	1
Q11110	C11373	1
Q11111	C11374	1
Q11112	C11375	1
Q11113	C11376	1
Q11114	C11377	1
Q11115	C11378	1
Q11116	C11379	1
Q11117	C11380	1
Q11118	C11381	1
Q11119	C11382	1
Q11120	C11385	1
Q11121	C11386	1
Q11123	C11388	1
Q11124	C11389	1
Q11125	C11390	1
Q11126	C11391	1
Q11127	C11392	1
Q11128	C11393	1
Q11129	C11394	1
Q11130	C11395	1
Q11131	C11396	1
Q11134	C11399	1
Q11135	C11400	1
Q11136	C11401	1
Q11137	C11402	1
Q11139	C11404	1
Q11140	C11405	1
Q11141	C11406	1
Q11142	C11407	1
Q11143	C11408	1
Q11144	C11409	1
Q11145	C11410	1
Q11146	C11411	1
Q11147	C11412	1
Q11148	C11413	1
Q11149	C11414	1
Q11150	C11415	1
Q11151	C11416	1
Q11152	C11417	1
Q11153	C11418	1
Q11154	C11420	1
Q11155	C11421	1
Q11156	C11422	1
Q11157	C11423	1
Q11158	C11424	1
Q11159	C11425	1
Q11161	C11428	1
Q11164	C11431	1
Q11165	C11432	1
Q11166	C11434	1
Q11167	C11435	1
Q11168	C11436	1
Q11169	C11437	1
Q11170	C11438	1
Q11171	C11440	1
Q11172	C11441	1
Q11173	C11442	1
Q11174	C11443	1
Q11175	C11444	1
Q11176	C11445	1
Q11178	C11447	1
Q11180	C11449	1
Q11181	C11450	1
Q11182	C11451	1
Q11183	C11452	1
Q11184	C11453	1
Q11185	C11454	1
Q11186	C11455	1
Q11187	C11456	1
Q11188	C11457	1
Q11189	C11458	1
Q11191	C11460	1
Q11192	C11461	1
Q11193	C11462	1
Q11194	C11463	1
Q11195	C11464	1
Q11196	C11466	1
Q11198	C11468	1
Q11199	C11469	1
Q11200	C11470	1
Q11201	C11471	1
Q11202	C11472	1
Q11203	C11473	1
Q11204	C11474	1
Q11205	C11475	1
Q11206	C11476	1
Q11207	C11477	1
Q11208	C11478	1
Q11209	C11479	1
Q11210	C11480	1
Q11211	C11481	1
Q11212	C11482	1
Q11213	C11483	1
Q11214	C11484	1
Q11215	C11485	1
Q11216	C11486	1
Q11217	C11487	1
Q11218	C11488	1
Q11219	C11489	1
Q11220	C11490	1
Q11221	C11491	1
Q11222	C11492	1
Q11223	C11493	1
Q11224	C11494	1
Q11225	C11495	1
Q11226	C11496	1
Q11227	C11497	1
Q11228	C11498	1
Q11229	C11499	1
Q11230	C11500	1
Q11231	C11501	1
Q11232	C11502	1
Q11233	C11503	1
Q11234	C11504	1
Q11235	C11505	1
Q11237	C11507	1
Q11238	C11508	1
Q11239	C11509	1
Q11240	C11510	1
Q11241	C11511	1
Q11242	C11512	1
Q11245	C11515	1
Q11246	C11516	1
Q11247	C11517	1
Q11249	C11519	1
Q11251	C11521	1
Q11252	C11522	1
Q11253	C11523	1
Q11254	C11524	1
Q11255	C11525	1
Q11256	C11526	1
Q11257	C11527	1
Q11258	C11528	1
Q11259	C11529	1
Q11260	C11530	1
Q11261	C11531	1
Q11262	C11532	1
Q11264	C11534	1
Q11265	C11535	1
Q11266	C11536	1
Q11267	C11539	1
Q11268	C11540	1
Q11269	C11541	1
Q11270	C11542	1
Q11272	C11544	1
Q11273	C11545	1
Q11274	C11548	1
Q11275	C11549	1
Q11276	C11550	1
Q11277	C11551	1
Q11278	C11552	1
Q11279	C11553	1
Q11280	C11554	1
Q11281	C11555	1
Q11282	C11556	1
Q11283	C11557	1
Q11285	C11559	1
Q11286	C11560	1
Q11287	C11561	1
Q11288	C11562	1
Q11289	C11563	1
Q11290	C11564	1
Q11292	C11566	1
Q11293	C11567	1
Q11294	C11568	1
Q11295	C11569	1
Q11296	C11570	1
Q11297	C11571	1
Q11298	C11572	1
Q11301	C11575	1
Q11302	C11576	1
Q11303	C11577	1
Q11304	C11578	1
Q11305	C11579	1
Q11306	C11580	1
Q11307	C11581	1
Q11308	C11582	1
Q11309	C11584	1
Q11311	C11586	1
Q11312	C11587	1
Q11313	C11588	1
Q11314	C11589	1
Q11315	C11590	1
Q11316	C11591	1
Q11317	C11592	1
Q11318	C11593	1
Q11319	C11594	1
Q11320	C11595	1
Q11321	C11596	1
Q11322	C11597	1
Q11323	C11598	1
Q11324	C11599	1
Q11325	C11600	1
Q11326	C11601	1
Q11327	C11602	1
Q11328	C11603	1
Q11329	C11604	1
Q11330	C11605	1
Q11331	C11607	1
Q11334	C11610	1
Q11335	C11611	1
Q11336	C11612	1
Q11337	C11613	1
Q11338	C11614	1
Q11339	C11615	1
Q11340	C11616	1
Q11341	C11618	1
Q11342	C11619	1
Q11343	C11620	1
Q11344	C11622	1
Q11345	C11623	1
Q11346	C11624	1
Q11347	C11625	1
Q11348	C11626	1
Q11349	C11627	1
Q11350	C11628	1
Q11351	C11629	1
Q11352	C11630	1
Q11353	C11631	1
Q11354	C11632	1
Q11355	C11633	1
Q11356	C11634	1
Q11357	C11635	1
Q11358	C11636	1
Q11359	C11638	1
Q11360	C11639	1
Q11361	C11640	1
Q11362	C11641	1
Q11363	C11642	1
Q11366	C11645	1
Q11367	C11646	1
Q11368	C11647	1
Q11369	C11648	1
Q11370	C11649	1
Q11371	C11650	1
Q11372	C11651	1
Q11373	C11652	1
Q11375	C11654	1
Q11376	C11655	1
Q11377	C11656	1
Q11378	C11658	1
Q11379	C11659	1
Q11380	C11660	1
Q11381	C11661	1
Q11382	C11662	1
Q11383	C11663	1
Q11384	C11664	1
Q11385	C11665	1
Q11386	C11666	1
Q11387	C11667	1
Q11388	C11668	1
Q11389	C11669	1
Q11391	C11671	1
Q11392	C11672	1
Q11393	C11673	1
Q11394	C11674	1
Q11395	C11675	1
Q11396	C11676	1
Q11397	C10061	1
Q11399	C11678	1
Q11400	C11679	1
Q11402	C11681	1
Q11404	C11683	1
Q11405	C11684	1
Q11406	C11685	1
Q11407	C11686	1
Q11408	C11688	1
Q11409	C11689	1
Q11410	C11691	1
Q11411	C11692	1
Q11413	C11694	1
Q11414	C11695	1
Q11415	C11696	1
Q11416	C11697	1
Q11418	C11699	1
Q11419	C11700	1
Q11420	C11701	1
Q11421	C11702	1
Q11423	C11704	1
Q11424	C11705	1
Q11425	C11706	1
Q11426	C11707	1
Q11427	C11708	1
Q11428	C11709	1
Q11429	C11710	1
Q11430	C11711	1
Q11431	C11712	1
Q11432	C11713	1
Q11433	C11714	1
Q11434	C11715	1
Q11435	C11716	1
Q11436	C11717	1
Q11437	C11718	1
Q11438	C11719	1
Q11439	C11720	1
Q11440	C11721	1
Q11442	C11723	1
Q11443	C11724	1
Q11444	C11725	1
Q11445	C11726	1
Q11446	C11727	1
Q11447	C11728	1
Q11448	C11729	1
Q11450	C11731	1
Q11451	C11732	1
Q11452	C11733	1
Q11453	C11734	1
Q11454	C11735	1
Q11455	C11736	1
Q11456	C11737	1
Q11457	C11738	1
Q11458	C11739	1
Q11459	C11740	1
Q11460	C11741	1
Q11461	C11742	1
Q11462	C11743	1
Q11463	C11744	1
Q11464	C11745	1
Q11465	C11746	1
Q11466	C11747	1
Q11468	C11749	1
Q11470	C11751	1
Q11471	C11752	1
Q11472	C11753	1
Q11473	C11754	1
Q11474	C11755	1
Q11475	C11756	1
Q11476	C11757	1
Q11477	C11758	1
Q11478	C11759	1
Q11479	C11760	1
Q11480	C11762	1
Q11481	C11763	1
Q11482	C11764	1
Q11483	C11765	1
Q11485	C11767	1
Q11486	C11768	1
Q11487	C11770	1
Q11488	C11771	1
Q11489	C11773	1
Q11490	C11774	1
Q11492	C11777	1
Q11493	C10630	1
Q11494	C10630	1
Q11495	C11778	1
Q11496	C11779	1
Q11497	C11780	1
Q11498	C11781	1
Q11499	C11782	1
Q11500	C11783	1
Q11501	C11784	1
Q11502	C11785	1
Q11503	C11786	1
Q11504	C11787	1
Q11505	C11788	1
Q11506	C11789	1
Q11508	C11792	1
Q11509	C11793	1
Q11510	C11794	1
Q11511	C11795	1
Q11512	C11796	1
Q11513	C11797	1
Q11514	C11798	1
Q11515	C11799	1
Q11516	C11800	1
Q11517	C11801	1
Q11519	C11803	1
Q11520	C11804	1
Q11521	C11805	1
Q11522	C11806	1
Q11523	C11807	1
Q11524	C11808	1
Q11525	C11809	1
Q11526	C11810	1
Q11527	C11811	1
Q11528	C11812	1
Q11529	C11813	1
Q11530	C11814	1
Q11531	C11815	1
Q11532	C11816	1
Q11533	C11817	1
Q11534	C11818	1
Q11535	C11819	1
Q11536	C11820	1
Q11537	C11821	1
Q11538	C11822	1
Q11539	C11823	1
Q11541	C11825	1
Q11542	C11826	1
Q11543	C11827	1
Q11544	C11828	1
Q11545	C11829	1
Q11546	C11830	1
Q11547	C11831	1
Q11549	C11833	1
Q11550	C11834	1
Q11551	C11835	1
Q11553	C11838	1
Q11554	C11839	1
Q11555	C11840	1
Q11556	C11841	1
Q11557	C11842	1
Q11558	C11843	1
Q11559	C11844	1
Q11560	C11845	1
Q11561	C11846	1
Q11562	C11847	1
Q11563	C11848	1
Q11564	C11849	1
Q11565	C11850	1
Q11566	C11851	1
Q11567	C11852	1
Q11568	C11853	1
Q11569	C11854	1
Q11571	C11855	1
Q11572	C11856	1
Q11573	C11857	1
Q11575	C11859	1
Q11576	C11860	1
Q11578	C11862	1
Q11581	C11866	1
Q11582	C11867	1
Q11583	C11868	1
Q11584	C11869	1
Q11585	C11870	1
Q11586	C11871	1
Q11587	C11872	1
Q11588	C11873	1
Q11589	C11874	1
Q11590	C11875	1
Q11591	C11876	1
Q11592	C11877	1
Q11593	C11878	1
Q11594	C11879	1
Q11595	C11881	1
Q11596	C11882	1
Q11597	C11883	1
Q11598	C11884	1
Q11599	C11885	1
Q11600	C11887	1
Q11603	C11890	1
Q11604	C11891	1
Q11605	C11892	1
Q11606	C11893	1
Q11607	C11894	1
Q11608	C11895	1
Q11609	C11896	1
Q11610	C11897	1
Q11611	C11898	1
Q11612	C11899	1
Q11613	C11900	1
Q11614	C11901	1
Q11615	C11902	1
Q11616	C11903	1
Q11617	C11904	1
Q11619	C11907	1
Q11620	C11908	1
Q11621	C11909	1
Q11622	C11910	1
Q11623	C11911	1
Q11624	C11912	1
Q11626	C11914	1
Q11627	C11915	1
Q11628	C11916	1
Q11629	C11917	1
Q11630	C11918	1
Q11631	C11919	1
Q11632	C11920	1
Q11633	C11921	1
Q11634	C11922	1
Q11636	C11924	1
Q11637	C11925	1
Q11638	C11926	1
Q11639	C11927	1
Q11640	C11928	1
Q11643	C11931	1
Q11644	C11932	1
Q11645	C11933	1
Q11646	C11934	1
Q11647	C11935	1
Q11648	C11936	1
Q11649	C11938	1
Q11651	C11940	1
Q11652	C11941	1
Q11653	C11942	1
Q11654	C11943	1
Q11655	C11944	1
Q11656	C11945	1
Q11657	C11907	1
Q11658	C11946	1
Q11659	C11947	1
Q11661	C11949	1
Q11663	C11951	1
Q11664	C11952	1
Q11665	C8263	1
Q11666	C11953	1
Q11667	C11954	1
Q11668	C11955	1
Q11669	C11956	1
Q11670	C11957	1
Q11671	C11958	1
Q11672	C11959	1
Q11673	C11960	1
Q11674	C11961	1
Q11675	C11962	1
Q11676	C11963	1
Q11677	C11964	1
Q11678	C11965	1
Q11679	C11966	1
Q11680	C11968	1
Q11681	C11970	1
Q11682	C11971	1
Q11683	C11973	1
Q11684	C11974	1
Q11685	C11975	1
Q11686	C11976	1
Q11687	C11977	1
Q11688	C11978	1
Q11689	C11979	1
Q11690	C11980	1
Q11691	C11981	1
Q11692	C11982	1
Q11693	C11983	1
Q11694	C11984	1
Q11695	C11985	1
Q11696	C11986	1
Q11697	C11987	1
Q11698	C11988	1
Q11699	C11989	1
Q11700	C11990	1
Q11701	C11991	1
Q11702	C11992	1
Q11703	C11994	1
Q11704	C11995	1
Q11705	C11996	1
Q11706	C11997	1
Q11707	C11998	1
Q11708	C11999	1
Q11710	C12000	1
Q11711	C12001	1
Q11712	C12002	1
Q11713	C12003	1
Q11715	C12005	1
Q11716	C12006	1
Q11717	C12007	1
Q11718	C12008	1
Q11720	C12010	1
Q11721	C12011	1
Q11723	C12013	1
Q11724	C12014	1
Q11725	C12015	1
Q11727	C12017	1
Q11728	C12018	1
Q11729	C12019	1
Q11730	C12020	1
Q11731	C12021	1
Q11733	C12023	1
Q11736	C12027	1
Q11737	C12028	1
Q11738	C12029	1
Q11740	C12031	1
Q11741	C12032	1
Q11742	C12033	1
Q11743	C12034	1
Q11746	C12037	1
Q11748	C12040	1
Q11749	C12041	1
Q11750	C12042	1
Q11751	C12043	1
Q11752	C12044	1
Q11753	C12045	1
Q11754	C12047	1
Q11756	C12049	1
Q11757	C12050	1
Q11759	C12052	1
Q11760	C12053	1
Q11761	C12055	1
Q11762	C12056	1
Q11763	C12057	1
Q11764	C12058	1
Q11765	C12060	1
Q11766	C12061	1
Q11767	C12062	1
Q11768	C12063	1
Q11769	C12064	1
Q11771	C12066	1
Q11772	C12067	1
Q11773	C12068	1
Q11774	C12069	1
Q11775	C12070	1
Q11776	C12071	1
Q11777	C12072	1
Q11779	C12074	1
Q11780	C12075	1
Q11781	C12076	1
Q11782	C12077	1
Q11783	C12078	1
Q11784	C12079	1
Q11785	C12080	1
Q11786	C12081	1
Q11787	C12082	1
Q11788	C12083	1
Q11791	C12086	1
Q11792	C12087	1
Q11794	C12089	1
Q11795	C12090	1
Q11796	C12091	1
Q11797	C12092	1
Q11798	C12093	1
Q11799	C12094	1
Q11800	C12095	1
Q11801	C12096	1
Q11802	C12097	1
Q11803	C12098	1
Q11804	C12099	1
Q11806	C12101	1
Q11807	C12102	1
Q11808	C12103	1
Q11809	C12105	1
Q11810	C12106	1
Q11811	C12107	1
Q11812	C12108	1
Q11813	C12109	1
Q11814	C12110	1
Q11815	C12111	1
Q11816	C12112	1
Q11817	C12113	1
Q11819	C12115	1
Q11820	C12117	1
Q11821	C12118	1
Q11823	C12120	1
Q11824	C12121	1
Q11827	C12124	1
Q11828	C12125	1
Q11829	C12126	1
Q11830	C12127	1
Q11831	C12128	1
Q11832	C12129	1
Q11833	C12130	1
Q11834	C12131	1
Q11835	C12132	1
Q11836	C12133	1
Q11837	C12134	1
Q11838	C12135	1
Q11839	C12136	1
Q11840	C12137	1
Q11841	C12138	1
Q11842	C12139	1
Q11844	C12141	1
Q11845	C12142	1
Q11846	C12143	1
Q11847	C12144	1
Q11848	C12145	1
Q11849	C12146	1
Q11850	C12147	1
Q11851	C12148	1
Q11852	C12149	1
Q11853	C12150	1
Q11854	C12151	1
Q11855	C12152	1
Q11856	C12153	1
Q11857	C12154	1
Q11858	C12155	1
Q11859	C12156	1
Q11860	C12157	1
Q11861	C12158	1
Q11862	C12159	1
Q11864	C12161	1
Q11865	C12162	1
Q11866	C12163	1
Q11868	C12165	1
Q11869	C12166	1
Q11870	C12168	1
Q11871	C12169	1
Q11872	C12170	1
Q11873	C12171	1
Q11874	C12172	1
Q11875	C12173	1
Q11876	C12174	1
Q11879	C12177	1
Q11880	C12178	1
Q11881	C12179	1
Q11882	C12180	1
Q11883	C12181	1
Q11884	C12182	1
Q11885	C12183	1
Q11886	C12184	1
Q11887	C12185	1
Q11888	C12186	1
Q11891	C12189	1
Q11892	C12190	1
Q11893	C12191	1
Q11894	C12192	1
Q11895	C12193	1
Q11896	C12194	1
Q11897	C12195	1
Q11898	C12196	1
Q11900	C12198	1
Q11902	C12200	1
Q11903	C12201	1
Q11904	C12202	1
Q11905	C12203	1
Q11906	C12204	1
Q11907	C12205	1
Q11908	C12206	1
Q11909	C12207	1
Q11910	C12208	1
Q11911	C12209	1
Q11912	C12210	1
Q11914	C12212	1
Q11915	C12213	1
Q11916	C12214	1
Q11917	C12215	1
Q11918	C12216	1
Q11920	C12218	1
Q11921	C12219	1
Q11922	C12220	1
Q11923	C12221	1
Q11924	C12222	1
Q11925	C12223	1
Q11926	C12224	1
Q11927	C12225	1
Q11928	C12226	1
Q11929	C12227	1
Q11930	C12228	1
Q11932	C12053	1
Q11933	C12230	1
Q11934	C12231	1
Q11935	C12232	1
Q11937	C12234	1
Q11938	C12235	1
Q11940	C12237	1
Q11941	C12238	1
Q11942	C12239	1
Q11943	C12240	1
Q11944	C12241	1
Q11945	C12242	1
Q11946	C12243	1
Q11947	C12244	1
Q11948	C12246	1
Q11949	C12247	1
Q11950	C12248	1
Q11953	C12251	1
Q11954	C12252	1
Q11955	C12253	1
Q11956	C12254	1
Q11959	C12258	1
Q11961	C12260	1
Q11962	C12261	1
Q11966	C12265	1
Q11967	C12266	1
